i_index,alpha_i,phi_A,phi_B,phi_C,phi_D,phi_E,total_CS_change_per_trip,CS_toll_per_trip,CS_other_per_trip,trips_23,trips_25,trip_weight,phi_A_weighted,phi_B_weighted,phi_C_weighted,phi_D_weighted,phi_E_weighted,total_CS_change,CS_toll,CS_other,direct_CS_change_per_trip,direct_CS_change,decomposition_error,origin_county,Pop_group,Trip_purpose,Time_period,Trip_num,origin_region
122,0.0480594277087352,-0.0013814230356707063,0.01957547457238643,0.007785750719846981,0.0,0.0,0.025979802256562705,0.006404327684176274,0.01957547457238643,38375.348250634066,38376.72053882764,38376.03439473086,-53.01353793057254,751.2290854830809,298.7862374136483,0.0,0.0,997.0017849661567,245.7726994830757,751.2290854830809,0.025979802256562705,997.0017849661567,0.0,34021,Senior,Commute,Peak,38367,NJS
123,0.0395937767091697,-0.00031151514422509026,0.01236913437759813,-0.001649427512633794,0.0,0.0,0.010408191720739247,-0.0019609426568588844,0.01236913437759813,14381.79038865372,14397.021738824136,14389.406063738928,-4.48251790525902,177.98449721621216,-23.734282251990535,0.0,0.0,149.76769705896263,-28.216800157249555,177.98449721621216,0.010408191720733637,149.7676970588819,8.071765478234738e-11,34021,Senior,Other,Overnight,14381,NJS
124,0.0442705807156651,-0.0007767749170383884,0.010822547790761472,-0.0011207799239446156,0.0,0.0,0.008924992949778467,-0.001897554840983004,0.010822547790761472,68335.7711652149,68335.83661094857,68335.80388808173,-53.08153839591627,739.5675033988682,-76.58939708437842,0.0,0.0,609.8965679185734,-129.67093548029467,739.5675033988682,0.008924992949783484,609.8965679189163,-3.4287950256839395e-10,34021,Senior,Other,Peak,68334,NJS
125,0.0533403201707324,-8.511223937883047e-05,0.013626765429490015,0.0037431619845566155,0.0,0.0,0.0172848151746678,0.003658049745177785,0.013626765429490015,5754.61968261212,5756.879391479246,5755.749537045684,-0.4898847324016249,78.43224881221728,21.54470285969874,0.0,0.0,99.48706693951439,21.054818127297118,78.43224881221728,0.017284815174667803,99.48706693951442,-2.842170943040401e-14,34021,Student,Commute,Overnight,5754,NJS
126,0.077796230066411,-0.00010081783530239737,0.0056925246654862946,0.001491158358121184,0.0,0.0,0.007082865188305081,0.0013903405228187866,0.0056925246654862946,177648.19283098378,177648.8629692198,177648.5279001018,-17.910140027545808,1011.2686268586597,264.9020871861611,0.0,0.0,1258.260574017275,246.99194715861532,1011.2686268586597,0.007082865188305081,1258.260574017275,0.0,34021,Student,Commute,Peak,177647,NJS
127,0.0381207077940872,-0.0007309811245407382,0.010796577316955179,-0.004257706476860009,0.0,0.0,0.005807889715554433,-0.004988687601400747,0.010796577316955179,14062.904083415808,14097.741657523067,14080.322870469437,-10.292450245752423,152.01929451871555,-59.949881881877836,0.0,0.0,81.77696239108532,-70.24233212763026,152.01929451871555,0.005807889715554431,81.77696239108529,2.842170943040401e-14,34021,Student,Other,Overnight,14062,NJS
128,0.0469675885645889,-0.0006595559061501552,0.009033680294785598,-0.00012227473771221872,0.0,0.0,0.008251849650923224,-0.0007818306438623739,0.009033680294785598,85331.60591224543,85331.99851735639,85331.8022148009,-56.281094133208825,770.8602201863889,-10.433923734325704,0.0,0.0,704.1452023188544,-66.71501786753453,770.8602201863889,0.008251849650923222,704.1452023188542,2.2737367544323206e-13,34021,Student,Other,Peak,85326,NJS
129,0.054662282421105,-0.0003964469747787661,0.01877404796140225,-0.0003615561998595288,0.0,0.0,0.018016044786763958,-0.0007580031746382949,0.01877404796140225,12964.385250578089,12992.000839388997,12978.193044983542,-5.145165370778548,243.65321867885814,-4.692346158387616,0.0,0.0,233.815707149692,-9.837511529166163,243.65321867885814,0.018016044786763954,233.81570714969195,5.684341886080802e-14,34023,LowIncome,Commute,Overnight,12964,NJS
130,0.0459561640305671,-0.002841627120970458,0.020640610822996744,0.003891619838032568,0.0,0.0,0.021690603540058855,0.0010499927170621102,0.020640610822996744,138251.58826107648,138251.6868770341,138251.6375690553,-392.8596028348058,2853.598246704866,538.0228154042243,0.0,0.0,2998.761459274285,145.1632125694185,2853.598246704866,0.02169060354005885,2998.7614592742843,4.547473508864641e-13,34023,LowIncome,Commute,Peak,138249,NJS
131,0.0534696315933919,-0.00041993931448717727,0.01092084820434184,-0.0010724095529524508,0.0,0.0,0.009428499336902213,-0.001492348867439628,0.01092084820434184,39549.65879758627,39620.31354911215,39584.986173349214,-16.62329195762066,432.30162517011735,-42.45131732579038,0.0,0.0,373.22701588670634,-59.074609283411036,432.30162517011735,0.009428499336902213,373.22701588670634,0.0,34023,LowIncome,Other,Overnight,39549,NJS
132,0.0666642693677195,-0.001866641637821956,0.009556210910516168,-0.0015219747510580093,0.0,0.0,0.006167594521636203,-0.0033886163888799652,0.009556210910516168,220448.19933818709,220447.9860350411,220448.09268661408,-411.4975887872677,2106.648468534301,-335.51643098792243,0.0,0.0,1359.634448759111,-747.01401977519,2106.648468534301,0.006167594521632872,1359.6344487583765,7.344169716816396e-10,34023,LowIncome,Other,Peak,220447,NJS
133,0.0358258339923212,0.0020536628407131796,-0.07776755025020952,-0.010295999105445038,0.0,0.0,-0.08600988651494139,-0.008242336264731859,-0.07776755025020952,49958.827361507996,50219.761417533264,50089.294389520626,102.86652260530165,-3895.321718434583,-515.7193302268776,0.0,0.0,-4308.174526056159,-412.8528076215759,-3895.321718434583,-0.08600988651494139,-4308.174526056159,0.0,34023,NotLowIncome,Commute,Overnight,49958,NJS
134,0.0276844799617658,0.010710127888541842,-0.09445615368831142,-0.09796870854577519,0.0,0.0,-0.18171473434554478,-0.08725858065723335,-0.09445615368831142,613133.5777528598,613136.7776633266,613135.1777080932,6566.756166217508,-57914.390577305785,-60068.06152404626,0.0,0.0,-111415.69593513454,-53501.30535782876,-57914.390577305785,-0.18171473434554475,-111415.69593513453,-1.4551915228366852e-11,34023,NotLowIncome,Commute,Peak,613129,NJS
135,0.0316658257335616,-0.0010877311015574768,0.013454138573448477,-0.007025206588038242,0.0,0.0,0.005341200883852757,-0.00811293768959572,0.013454138573448477,156958.36870833408,157656.3986852483,157307.3836967912,-171.10813375163536,2116.4353388832583,-1105.116868293757,0.0,0.0,840.210336837866,-1276.2250020453926,2116.4353388832583,0.005341200883859772,840.2103368389694,-1.1034444469260052e-09,34023,NotLowIncome,Other,Overnight,156956,NJS
136,0.020677710617295,-0.004062786658124128,0.01153340643554484,-0.007443754692436374,0.0,0.0,2.6865084984337324e-05,-0.011506541350560503,0.01153340643554484,883968.5964571515,883967.6506837349,883968.1235704431,-3591.3738986490166,10195.163645203844,-6580.041867791662,0.0,0.0,23.74787876316515,-10171.41576644068,10195.163645203844,2.6865084995072945e-05,23.7478787726551,-9.489948382679358e-09,34023,NotLowIncome,Other,Peak,883964,NJS
137,0.0422950629615494,-0.0009374588649065059,0.01837431243050328,-0.00046367241149216347,0.0,0.0,0.016973181154104608,-0.0014011312763986693,0.01837431243050328,11184.915767711695,11231.722253370588,11208.319010541141,-10.507338017131909,205.94515532043232,-5.196988304391071,0.0,0.0,190.2408289989093,-15.704326321522979,205.94515532043232,0.01697318115410461,190.24082899890934,-2.842170943040401e-14,34023,Senior,Commute,Overnight,11184,NJS
138,0.0480594277087352,-0.003573958072179486,0.021627157569876085,0.013691630150621994,0.0,0.0,0.031744829648318595,0.010117672078442507,0.021627157569876085,86688.84371903022,86689.09749812399,86688.9706085771,-309.82274627545434,1874.8360269220536,1186.913323710778,0.0,0.0,2751.9266043573775,877.0905774353237,1874.8360269220536,0.031744829648318595,2751.9266043573775,0.0,34023,Senior,Commute,Peak,86687,NJS
139,0.0395937767091697,-0.0005681067173999867,0.012455097077914791,-0.0032866077277727856,0.0,0.0,0.008600382632742019,-0.0038547144451727723,0.012455097077914791,34152.47291277319,34232.88120482809,34192.67705880064,-19.425089522993066,425.87311212115196,-112.37791665469342,0.0,0.0,294.0701059434655,-131.80300617768648,425.87311212115196,0.00860038263274202,294.07010594346553,-5.684341886080802e-14,34023,Senior,Other,Overnight,34152,NJS
140,0.0442705807156651,-0.002623497126124333,0.011237866846649442,-0.0035352506412210656,0.0,0.0,0.0050791190793040425,-0.006158747767345398,0.011237866846649442,165046.4121537823,165046.3295536362,165046.37085370923,-432.9986796119571,1854.7691391767078,-583.4802883917854,0.0,0.0,838.2901711729652,-1016.4789680037424,1854.7691391767078,0.005079119079304043,838.2901711729653,-1.1368683772161603e-13,34023,Senior,Other,Peak,165046,NJS
141,0.0533403201707324,-0.0004353321804554117,0.015946615627772602,0.00021312251540301275,0.0,0.0,0.015724405962720202,-0.00022220966505239896,0.015946615627772602,11207.367077372692,11233.724885599138,11220.545981485915,-4.884664748020471,178.92973390050437,2.3913509837694447,0.0,0.0,176.43642013625333,-2.493313764251026,178.92973390050437,0.015724405962720202,176.43642013625333,0.0,34023,Student,Commute,Overnight,11207,NJS
142,0.077796230066411,-0.000581090735312623,0.006562626023414517,0.0018969491245999254,0.0,0.0,0.00787848441270182,0.0013158583892873025,0.006562626023414517,398379.8949202845,398379.9621374853,398379.9285288849,-231.49488560263993,2614.4184861696754,755.7064566810491,0.0,0.0,3138.630057248085,524.2115710784092,2614.4184861696754,0.007878484412701819,3138.630057248084,9.094947017729282e-13,34023,Student,Commute,Peak,398379,NJS
143,0.0381207077940872,-0.0005439882433917528,0.011945969909635668,-0.0034476903960745874,0.0,0.0,0.007954291270169327,-0.00399167863946634,0.011945969909635668,31480.64419156751,31543.24433418645,31511.94426287698,-17.14212720542127,376.4407379584447,-108.64342759675866,0.0,0.0,250.65518315626474,-125.78555480217993,376.4407379584447,0.007954291270169327,250.65518315626474,0.0,34023,Student,Other,Overnight,31480,NJS
144,0.0469675885645889,-0.001599386505283508,0.009574618624274063,-0.0013835907638418577,0.0,0.0,0.006591641355148698,-0.0029829772691253656,0.009574618624274063,179345.01043959838,179344.9372448726,179344.9738422355,-286.84193095369517,1717.1597267198126,-248.14004934957657,0.0,0.0,1182.177746416541,-534.9819803032717,1717.1597267198126,0.00659164135514397,1182.177746415693,8.478764357278123e-10,34023,Student,Other,Peak,179344,NJS
145,0.054662282421105,-0.0007419148362731696,0.026376990362252023,-0.001186358113099387,0.0,0.0,0.02444871741287947,-0.0019282729493725567,0.026376990362252023,7384.391625600658,7412.952528113566,7398.672076857112,-5.489184582540316,195.1547020647232,-8.777474644541327,0.0,0.0,180.8880428376416,-14.266659227081643,195.1547020647232,0.02444871741287947,180.8880428376416,0.0,34025,LowIncome,Commute,Overnight,7384,NJS
146,0.04595616403056709,-0.0035115969644347496,0.026137289544778022,0.007046406265243561,0.0,0.0,0.029672098845586834,0.0035348093008088118,0.026137289544778022,81724.08559300918,81724.22362648413,81724.15460974665,-286.9822932485825,2136.0478918371537,575.8615950638523,0.0,0.0,2424.9271936524233,288.8793018152698,2136.0478918371537,0.029672098845586834,2424.9271936524233,0.0,34025,LowIncome,Commute,Peak,81722,NJS
147,0.0534696315933919,-0.0007043710953665322,0.01678825203309695,-0.0033119939219656367,0.0,0.0,0.01277188701576478,-0.004016365017332169,0.01678825203309695,24899.413941839986,24987.2988070243,24943.356374432144,-17.569379251576542,418.75535336532215,-82.61224470554208,0.0,0.0,318.5737294082035,-100.18162395711862,418.75535336532215,0.012771887015764778,318.5737294082035,0.0,34025,LowIncome,Other,Overnight,24899,NJS
148,0.0666642693677195,-0.0015792562902361275,0.012285296884034735,-0.0012677193782671672,0.0,0.0,0.00943832121553144,-0.0028469756685032947,0.012285296884034735,136360.632267373,136360.60969174726,136360.62097956013,-215.34836842247478,1675.2307120252317,-172.8670016483328,0.0,0.0,1287.0153419544238,-388.2153700708076,1675.2307120252317,0.00943832121553144,1287.0153419544238,0.0,34025,LowIncome,Other,Peak,136360,NJS
149,0.0358258339923212,0.002617969211956645,-0.0911357943013543,-0.014658729425484487,0.0,0.0,-0.10317655451488214,-0.012040760213527842,-0.0911357943013543,36651.61755914696,36887.757660699026,36769.68760992299,96.2619100960421,-3351.0346865429974,-538.9969017334505,0.0,0.0,-3793.769678180406,-442.7349916374084,-3351.0346865429974,-0.10317655451488213,-3793.7696781804057,-4.547473508864641e-13,34025,NotLowIncome,Commute,Overnight,36651,NJS
150,0.0276844799617658,0.015515110723827748,-0.10861047172436783,-0.07845927144796355,0.0,0.0,-0.17155463244850364,-0.0629441607241358,-0.10861047172436783,460252.3277297058,460253.7264848483,460253.02710727707,7140.876676546298,-49988.29838668962,-36111.11718855678,0.0,0.0,-78958.53889870009,-28970.24051201048,-49988.29838668962,-0.17155463244850364,-78958.53889870009,0.0,34025,NotLowIncome,Commute,Peak,460250,NJS
151,0.0316658257335616,-0.0013507578122366533,0.01876001018506063,-0.009087279649049613,0.0,0.0,0.008321972723774364,-0.010438037461286267,0.01876001018506063,130950.43972639521,131665.7934448804,131308.1165856378,-177.3654642881315,2463.3416045276936,-1193.2335756037003,0.0,0.0,1092.7425646358618,-1370.5990398918318,2463.3416045276936,0.008321972723774364,1092.7425646358618,0.0,34025,NotLowIncome,Other,Overnight,130949,NJS
152,0.020677710617295002,-0.0033649981910589444,0.013850378097172628,-0.008078409205813352,0.0,0.0,0.002406970700300331,-0.011443407396872296,0.013850378097172628,729987.7733446531,729987.520465312,729987.6469049825,-2456.407111330642,10110.604915899356,-5897.138926887238,0.0,0.0,1757.0588776814766,-8353.546038217879,10110.604915899356,0.002406970700300333,1757.058877681478,-1.3642420526593924e-12,34025,NotLowIncome,Other,Peak,729986,NJS
153,0.0422950629615494,-0.001026377634152558,0.024799295144826282,-0.0011600057142412067,0.0,0.0,0.022612911796432517,-0.0021863833483937644,0.024799295144826282,10100.912478980856,10148.143518043935,10124.527998512396,-10.391589094024486,251.08115803716623,-11.744510332269467,0.0,0.0,228.94505861087225,-22.13609942629395,251.08115803716623,0.02261291179643252,228.9450586108723,-5.684341886080802e-14,34025,Senior,Commute,Overnight,10100,NJS
154,0.048059427708735204,-0.004519085925582963,0.02568353051716142,0.009806598982894349,0.0,0.0,0.030971043574472806,0.005287513057311386,0.02568353051716142,78940.08844393307,78940.1677201063,78940.12808201968,-356.73722177917153,2027.4611886231837,774.1341797586839,0.0,0.0,2444.8581466026963,417.3969579795123,2027.4611886231837,0.030971043574472803,2444.858146602696,4.547473508864641e-13,34025,Senior,Commute,Peak,78939,NJS
155,0.0395937767091697,-0.000780921686639795,0.018302067384466977,-0.004286746419518127,0.0,0.0,0.013234399278309057,-0.005067668106157922,0.018302067384466977,32636.335503049326,32732.717470036914,32684.52648654312,-25.524055550894307,598.1944061861079,-140.1102768898341,0.0,0.0,432.56007374537955,-165.6343324407284,598.1944061861079,0.013234399278309059,432.5600737453796,-5.684341886080802e-14,34025,Senior,Other,Overnight,32636,NJS
156,0.0442705807156651,-0.0020418016984259904,0.014446091414190643,-0.0029407143563964433,0.0,0.0,0.00946357535936821,-0.004982516054822434,0.014446091414190643,154809.13534285044,154809.11276801015,154809.1240554303,-316.0895324282174,2236.3867578555255,-455.2494136109618,0.0,0.0,1465.0478118163467,-771.3389460391793,2236.3867578555255,0.00946357535937322,1465.0478118171222,-7.755716069368646e-10,34025,Senior,Other,Peak,154809,NJS
157,0.0533403201707324,-0.0006848056183278063,0.021990747375625768,0.0016767943202450405,0.0,0.0,0.022982736077543003,0.000991988701917234,0.021990747375625768,6479.185066551679,6500.465580260401,6489.825323406039,-4.4442688434345285,142.71610919896102,10.88210224166968,0.0,0.0,149.15394259719616,6.437833398235151,142.71610919896102,0.022982736077543007,149.1539425971962,-2.842170943040401e-14,34025,Student,Commute,Overnight,6479,NJS
158,0.077796230066411,-0.0004901440655199732,0.008511037356724397,0.0018922209032473693,0.0,0.0,0.009913114194451794,0.001402076837727396,0.008511037356724397,281497.6516931233,281497.72006882355,281497.6858809734,-137.97442019216467,2395.8373203644346,532.6558054397398,0.0,0.0,2790.51870561201,394.68138524757507,2395.8373203644346,0.009913114194451792,2790.5187056120094,4.547473508864641e-13,34025,Student,Commute,Peak,281497,NJS
159,0.0381207077940872,-0.0007986924361575845,0.017438077026015235,-0.0019297369646106872,0.0,0.0,0.014709647625246961,-0.0027284294007682715,0.017438077026015235,20745.252369755435,20807.720392483123,20776.486381119277,-16.59402252253103,362.3019698439145,-40.093153764376396,0.0,0.0,305.61479355700703,-56.68717628690742,362.3019698439145,0.01470964762524696,305.614793557007,5.684341886080802e-14,34025,Student,Other,Overnight,20745,NJS
160,0.0469675885645889,-0.0014626827727636485,0.01247263206583619,-0.0017798540420573398,0.0,0.0,0.009230095251015202,-0.0032425368148209883,0.01247263206583619,120678.31275688684,120678.31186744847,120678.31231216766,-176.51408846519894,1505.1761877957367,-214.78978195746964,0.0,0.0,1113.8723173730682,-391.3038704226686,1505.1761877957367,0.0092300952510152,1113.872317373068,2.2737367544323206e-13,34025,Student,Other,Peak,120678,NJS
161,0.054662282421105005,-0.0008099156891924885,0.0266738651446364,-0.0015133274935402847,0.0,0.0,0.02435062196190363,-0.0023232431827327734,0.0266738651446364,5818.782948929085,5844.947108917711,5831.865028923398,-4.723318984178066,155.55838132322378,-8.825521686885887,0.0,0.0,142.00954065215984,-13.548840671063953,155.55838132322378,0.024350621961899566,142.00954065213614,2.3703705664956942e-11,34027,LowIncome,Commute,Overnight,5818,NJS
162,0.0459561640305671,-0.004293698398204813,0.026311932449606355,0.0005689860536823028,0.0,0.0,0.022587220105083843,-0.00372471234452251,0.026311932449606355,58326.448332269974,58326.28883381702,58326.3685830435,-250.4358353581174,1534.679470187883,33.186890285685365,0.0,0.0,1317.4305251154508,-217.24894507243204,1534.679470187883,0.022587220105083843,1317.4305251154508,0.0,34027,LowIncome,Commute,Peak,58323,NJS
163,0.05346963159339191,-0.00041395274557498465,0.016539225315159372,-0.0016585731807055137,0.0,0.0,0.014466699388878873,-0.0020725259262804985,0.016539225315159372,17290.286827820608,17328.21415013104,17309.250488975824,-7.165211763756688,286.2815938737037,-28.7086586391291,0.0,0.0,250.4077234708179,-35.87387040288579,286.2815938737037,0.014466699388878873,250.4077234708179,0.0,34027,LowIncome,Other,Overnight,17289,NJS
164,0.0666642693677195,-0.001491906210416528,0.012956731264452674,-0.0013205124510036056,0.0,0.0,0.010144312603032541,-0.0028124186614201336,0.012956731264452674,94760.86293884683,94760.76101037709,94760.81197461195,-141.37424388903645,1227.790375156376,-125.13283207968664,0.0,0.0,961.2832991876529,-266.5070759687231,1227.790375156376,0.010144312603032538,961.2832991876526,3.410605131648481e-13,34027,LowIncome,Other,Peak,94758,NJS
165,0.0358258339923212,0.0035059212634551587,-0.0989622938376165,-0.0014499458332083678,0.0,0.0,-0.09690631840736971,0.002055975430246791,-0.0989622938376165,34615.90463831237,34833.400507171275,34724.65257274182,121.74189782086843,-3436.4312713128215,-50.34886530745523,0.0,0.0,-3365.0382387994086,71.3930325134132,-3436.4312713128215,-0.0969063184073697,-3365.038238799408,-4.547473508864641e-13,34027,NotLowIncome,Commute,Overnight,34613,NJS
166,0.0276844799617658,0.023080292448922332,-0.10591488592707318,-0.05315682848053373,0.0,0.0,-0.13599142195868458,-0.030076536031611395,-0.10591488592707318,408659.086355754,408658.8562492446,408658.9713024993,9431.968569537443,-43283.068328579284,-21723.01484455831,0.0,0.0,-55574.11460360015,-12291.046275020866,-43283.068328579284,-0.13599142195868458,-55574.11460360015,0.0,34027,NotLowIncome,Commute,Peak,408638,NJS
167,0.0316658257335616,-0.0009464313140911238,0.017017863925915765,-0.004336166748889883,0.0,0.0,0.01173526586293476,-0.005282598062981007,0.017017863925915765,106419.09389730536,106783.61972638645,106601.35681184591,-100.89086221133209,1814.1273845419873,-462.2412587940723,0.0,0.0,1250.995263536583,-563.1321210054043,1814.1273845419873,0.011735265862934758,1250.995263536583,0.0,34027,NotLowIncome,Other,Overnight,106413,NJS
168,0.020677710617295,-0.0035456290886652572,0.013712219768385821,-0.008045804978425178,0.0,0.0,0.0021207857012953864,-0.011591434067090435,0.013712219768385821,609740.8225072969,609740.101245662,609740.4618764794,-2161.9135181654347,8360.895214927363,-4905.852843713045,0.0,0.0,1293.1288530488823,-7067.766361878481,8360.895214927363,0.0021207857012846454,1293.128853042333,6.549271347466856e-09,34027,NotLowIncome,Other,Peak,609727,NJS
169,0.0422950629615494,-0.0010834907386053359,0.02433520745904919,-0.0011293636606774528,0.0,0.0,0.0221223530597664,-0.0022128543992827885,0.02433520745904919,7692.518961292293,7724.787865302219,7708.653413297256,-8.352254580425987,187.59168004249636,-8.705873037735131,0.0,0.0,170.53355242433526,-17.058127618161116,187.59168004249636,0.022122353059769024,170.53355242435546,-2.020783540501725e-11,34027,Senior,Commute,Overnight,7690,NJS
170,0.0480594277087352,-0.006509492332730403,0.02603999825167205,0.0007240175655747103,0.0,0.0,0.020254523484516358,-0.005785474767155692,0.02603999825167205,62711.51250404923,62710.952333191555,62711.23241862039,-408.2182866050837,1633.0003825410745,45.404033829919385,0.0,0.0,1270.1861297659102,-362.8142527751643,1633.0003825410745,0.02025452348451635,1270.1861297659098,4.547473508864641e-13,34027,Senior,Commute,Peak,62708,NJS
171,0.0395937767091697,-0.0007654662835348878,0.016925716440577054,-0.004932134169903903,0.0,0.0,0.011228115987138262,-0.005697600453438791,0.016925716440577054,23534.944712175704,23597.94080486891,23566.44275852231,-18.03931735450374,398.8789276438391,-116.23285759239228,0.0,0.0,264.6067526969431,-134.272174946896,398.8789276438391,0.011228115987138262,264.6067526969431,0.0,34027,Senior,Other,Overnight,23534,NJS
172,0.04427058071566511,-0.0024776492143049936,0.014511423048655664,-0.003530304063797216,0.0,0.0,0.008503469770553454,-0.00600795327810221,0.014511423048655664,111362.77415827593,111362.67151087667,111362.7228345763,-275.9177627339527,1616.031582902723,-393.14427297842775,0.0,0.0,946.9695471903424,-669.0620357123805,1616.031582902723,0.008503469770553452,946.9695471903423,1.1368683772161603e-13,34027,Senior,Other,Peak,111362,NJS
173,0.053340320170732404,-0.000595813333383012,0.021716749828419618,0.0004787199777240676,0.0,0.0,0.021599656472760673,-0.00011709335565894438,0.021716749828419618,5562.707359287022,5580.1739354079355,5571.440647347479,-3.3195386238417077,120.99358272233346,2.66715994258915,0.0,0.0,120.34120404108089,-0.6523786812525577,120.99358272233346,0.021599656472764836,120.34120404110409,-2.3206325749924872e-11,34027,Student,Commute,Overnight,5562,NJS
174,0.077796230066411,-0.0006811947600778186,0.008564688997111628,0.0015722439726952153,0.0,0.0,0.009455738209729026,0.0008910492126173967,0.008564688997111628,218606.55959924473,218606.7078835138,218606.63374137925,-148.9136934228784,1872.2978307004025,343.702962291074,0.0,0.0,2067.087099568598,194.7892688681956,1872.2978307004025,0.009455738209729024,2067.0870995685978,4.547473508864641e-13,34027,Student,Commute,Peak,218603,NJS
175,0.0381207077940872,-0.00042989675147605145,0.01641689401817211,-0.002584704034569388,0.0,0.0,0.013402293232126673,-0.0030146007860454393,0.01641689401817211,16954.639672635265,16990.815635641982,16972.727654138624,-7.296520482201937,278.63947109729276,-43.869477645299526,0.0,0.0,227.4734729697913,-51.16599812750146,278.63947109729276,0.01340229323212667,227.47347296979123,5.684341886080802e-14,34027,Student,Other,Overnight,16953,NJS
176,0.0469675885645889,-0.001287546964475299,0.012489105540104298,-0.00169839316298015,0.0,0.0,0.00950316541264885,-0.0029859401274554493,0.012489105540104298,100602.0192656644,100602.02866474068,100602.02396520253,-129.52983057646782,1256.4292948495163,-170.86178968446518,0.0,0.0,956.0376745885834,-300.391620260933,1256.4292948495163,0.009503165412648847,956.0376745885831,3.410605131648481e-13,34027,Student,Other,Peak,100599,NJS
177,0.054662282421105,-0.0002801793813228689,0.021260801909752828,0.00020142863831558813,0.0,0.0,0.02118205116674555,-7.87507430072808e-05,0.021260801909752828,7617.520707690326,7629.4341026805605,7623.477405185444,-2.1359411829137276,162.0812429751242,1.5355866729561571,0.0,0.0,161.48088846516666,-0.6003545099575708,162.0812429751242,0.021182051166745545,161.48088846516663,2.842170943040401e-14,34029,LowIncome,Commute,Overnight,7617,NJS
178,0.0459561640305671,-0.0008050989500071618,0.020500404921231345,0.003517933175646507,0.0,0.0,0.023213239146870693,0.0027128342256393452,0.020500404921231345,85396.20508333239,85396.96200439527,85396.58354386383,-68.75269974536364,1750.6645415389698,300.41947433582715,0.0,0.0,1982.3313161294334,231.6667745904635,1750.6645415389698,0.023213239146870686,1982.331316129433,4.547473508864641e-13,34029,LowIncome,Commute,Peak,85392,NJS
179,0.0534696315933919,-0.0002699214090519408,0.013833671586179869,-0.0007247773156805458,0.0,0.0,0.012838972861447383,-0.0009946987247324867,0.013833671586179869,28976.897264957715,29012.199659032038,28994.548461994877,-7.826249375686441,401.10106121281376,-21.014591003654147,0.0,0.0,372.26022083347317,-28.840840379340587,401.10106121281376,0.01283897286144738,372.26022083347306,1.1368683772161603e-13,34029,LowIncome,Other,Overnight,28976,NJS
180,0.0666642693677195,-0.00031300759087366626,0.01031447296374221,-0.00028743930577005436,0.0,0.0,0.009714026067098489,-0.0006004468966437206,0.01031447296374221,165462.81774401938,165463.08561697448,165462.95168049692,-51.79115988435819,1706.663141609469,-47.560555961706086,0.0,0.0,1607.3114257634047,-99.35171584606427,1706.663141609469,0.009714026067098487,1607.3114257634045,2.2737367544323206e-13,34029,LowIncome,Other,Peak,165461,NJS
181,0.0358258339923212,0.000994577715186836,-0.09373508056642278,-0.010714181948690527,0.0,0.0,-0.10345468479992648,-0.009719604233503692,-0.09373508056642278,25392.721298671175,25430.44409492721,25411.582696799192,25.273793857863875,-2381.9567514047876,-272.2643206177024,0.0,0.0,-2628.947278164626,-246.9905267598386,-2381.9567514047876,-0.10345468479992648,-2628.947278164626,0.0,34029,NotLowIncome,Commute,Overnight,25390,NJS
182,0.027684479961765804,0.0044251625136860154,-0.08961631922643773,-0.038122243670562175,0.0,0.0,-0.12331340038331388,-0.03369708115687616,-0.08961631922643773,327044.15505863744,327048.33830667275,327046.24668265507,1447.2327910617946,-29308.680844521117,-12467.736707578963,0.0,0.0,-40329.18476103828,-11020.50391651717,-29308.680844521117,-0.1233134003833139,-40329.18476103829,7.275957614183426e-12,34029,NotLowIncome,Commute,Peak,327029,NJS
183,0.0316658257335616,-0.00046416730141120765,0.021076206482982626,-0.00381970979773015,0.0,0.0,0.01679232938384127,-0.004283877099141358,0.021076206482982626,89245.72778045194,89381.87940733651,89313.80359389423,-41.456547192948506,1882.3961663254706,-341.1528106601441,0.0,0.0,1499.7868084723782,-382.6093578530926,1882.3961663254706,0.01679232938384828,1499.7868084730044,-6.261871021706611e-10,34029,NotLowIncome,Other,Overnight,89245,NJS
184,0.020677710617295,-0.0006884254086443083,0.014190627782147169,-0.000991756956464255,0.0,0.0,0.012510445417038605,-0.0016801823651085633,0.014190627782147169,490233.8729777678,490235.5950489087,490234.7340133382,-337.4900470947661,6956.738636263205,-486.19370775813184,0.0,0.0,6133.054881410307,-823.683754852898,6956.738636263205,0.012510445417038605,6133.054881410307,0.0,34029,NotLowIncome,Other,Peak,490231,NJS
185,0.0422950629615494,-0.000654148622060704,0.027242495660429206,-0.001025003372028067,0.0,0.0,0.025563343666340433,-0.001679151994088771,0.027242495660429206,10417.359889141555,10445.113653272098,10431.236771206826,-6.823579160273892,284.1729224725115,-10.692052864910163,0.0,0.0,266.65729044732745,-17.515632025184054,284.1729224725115,0.025563343666337807,266.65729044730006,2.7398527890909463e-11,34029,Senior,Commute,Overnight,10416,NJS
186,0.0480594277087352,-0.0014255155626213387,0.02385035069913192,0.004929588489985296,0.0,0.0,0.02735442362649588,0.003504072927363957,0.02385035069913192,74745.21299954702,74746.0766784744,74745.64483901071,-106.5510799561771,1782.709842643165,368.46527047491605,0.0,0.0,2044.6240331619044,261.9141905187389,1782.709842643165,0.027354423626500497,2044.6240331622496,-3.4515323932282627e-10,34029,Senior,Commute,Peak,74742,NJS
